Tanggal,Kode_Transaksi,Pelanggan,sub_total,lokasi_apotek
10/15/2024,TRX061429,Guest,620205,Jakarta
12/5/2023,TRX061430,Kurnia Wacana,770066,Semarang
12/7/2023,TRX061431,Guest,767193,Semarang
12/11/2024,TRX061432,Puti Bella Yuliarti,153288,Jakarta
2/5/2024,TRX061433,Guest,149894,Bandung
4/10/2024,TRX061434,Guest,482316,Bandung
4/15/2024,TRX061435,Clara Najmudin,1061785,Jakarta
10/29/2023,TRX061436,Guest,1005834,Bandung
5/6/2024,TRX061437,Guest,125803,Jakarta
9/11/2023,TRX061438,"dr. Hasim Hastuti, S.E.I",890842,Jakarta
1/13/2024,TRX061439,Guest,204754,Jakarta
4/25/2023,TRX061440,R. Karen Wahyuni,1985564,Bandung
2/14/2023,TRX061441,Guest,831405,Jakarta
3/4/2024,TRX061442,T. Hasan Gunarto,134233,Semarang
4/9/2024,TRX061443,Guest,1095498,Jakarta
11/7/2023,TRX061444,Guest,813623,Jakarta
11/1/2023,TRX061445,Dina Mustofa,1053967,Semarang
9/24/2023,TRX061446,Genta Najmudin,266660,Semarang
12/9/2024,TRX061447,Guest,792864,Semarang
9/11/2024,TRX061448,T. Taufik Mustofa,867011,Surabaya
9/12/2024,TRX061449,Tami Nainggolan,1413590,Bandung
6/4/2024,TRX061450,Guest,1289329,Bandung
7/31/2024,TRX061451,Guest,1006839,Semarang
2/13/2023,TRX061452,Maya Santoso,237769,Jakarta
12/27/2024,TRX061453,Taufik Pertiwi,659895,Jakarta
5/17/2024,TRX061454,Guest,717045,Jakarta
5/8/2023,TRX061455,Guest,388539,Surabaya
12/18/2024,TRX061456,Guest,279104,Yogyakarta
2/13/2024,TRX061457,Guest,496874,Semarang
5/14/2024,TRX061458,Guest,920256,Bandung
10/4/2024,TRX061459,Guest,1000173,Semarang
5/18/2024,TRX061460,Guest,55797,Semarang
6/15/2024,TRX061461,Kania Pradana,425059,Yogyakarta
12/29/2024,TRX061462,Guest,778027,Jakarta
6/11/2024,TRX061463,Guest,289277,Jakarta
2/23/2023,TRX061464,Guest,1231033,Bandung
8/29/2023,TRX061465,"Maida Gunawan, S.Farm",215690,Jakarta
1/19/2023,TRX061466,Arta Saefullah,205399,Surabaya
6/19/2023,TRX061467,Galang Zulaika,844228,Jakarta
10/21/2023,TRX061468,Guest,1420205,Yogyakarta
8/12/2024,TRX061469,Guest,1170661,Semarang
5/19/2023,TRX061470,KH. Dimaz Susanti,147314,Bandung
8/13/2023,TRX061471,"Indah Sirait, S.I.Kom",584881,Jakarta
11/21/2024,TRX061472,Guest,940131,Semarang
11/23/2024,TRX061473,Karimah Siregar,169830,Yogyakarta
1/2/2023,TRX061474,Guest,645166,Yogyakarta
1/10/2023,TRX061475,Vicky Nashiruddin,569996,Surabaya
7/27/2024,TRX061476,Pranata Prastuti,1063137,Jakarta
8/8/2023,TRX061477,Guest,501162,Yogyakarta
8/18/2023,TRX061478,Paramita Maryadi,165299,Jakarta
11/6/2023,TRX061479,Pandu Manullang,1349912,Bandung
5/4/2023,TRX061480,Ifa Wijaya,781355,Bandung
6/30/2024,TRX061481,Guest,827861,Surabaya
5/6/2024,TRX061482,Guest,70095,Surabaya
5/4/2023,TRX061483,Uchita Pradipta,417841,Surabaya
11/24/2023,TRX061484,Guest,253259,Semarang
12/24/2024,TRX061485,Guest,271441,Bandung
11/17/2023,TRX061486,Guest,961678,Surabaya
12/2/2024,TRX061487,Guest,1299107,Bandung
1/19/2023,TRX061488,"dr. Ikhsan Sudiati, S.Pt",179550,Semarang
7/20/2023,TRX061489,Guest,152952,Yogyakarta
9/23/2024,TRX061490,Guest,755222,Yogyakarta
10/2/2024,TRX061491,Guest,846591,Bandung
7/18/2023,TRX061492,Guest,565441,Surabaya
2/26/2023,TRX061493,Ikin Mustofa,414373,Jakarta
8/24/2023,TRX061494,Guest,376800,Semarang
6/5/2024,TRX061495,"Kunthara Sihombing, S.Sos",701032,Semarang
1/11/2023,TRX061496,"Hadi Megantara, M.Pd",269588,Surabaya
7/14/2023,TRX061497,Ir. Salsabila Wibisono,292957,Semarang
1/14/2024,TRX061498,Bagya Purwanti,602103,Surabaya
10/3/2023,TRX061499,Guest,339172,Surabaya
7/30/2023,TRX061500,Tri Budiman,943940,Semarang
4/18/2023,TRX061501,Hj. Yani Adriansyah,298957,Yogyakarta
9/13/2023,TRX061502,Guest,84972,Surabaya
3/27/2024,TRX061503,Cut Raisa Yuliarti,1422949,Yogyakarta
8/14/2023,TRX061504,Ismail Widiastuti,347221,Bandung
4/22/2023,TRX061505,Guest,458377,Bandung
6/4/2023,TRX061506,Guest,131024,Yogyakarta
12/29/2024,TRX061507,Ayu Purwanti,518779,Jakarta
8/7/2024,TRX061508,Guest,458753,Bandung
1/14/2024,TRX061509,Guest,792036,Jakarta
12/12/2024,TRX061510,Guest,101830,Bandung
1/30/2023,TRX061511,Laksana Sitorus,23703,Yogyakarta
10/5/2023,TRX061512,"R.A. Elisa Pratiwi, S.I.Kom",641294,Yogyakarta
7/18/2024,TRX061513,Guest,1462091,Semarang
6/11/2024,TRX061514,"R.M. Prayogo Wulandari, M.M.",213682,Yogyakarta
10/3/2024,TRX061515,"H. Lantar Widiastuti, S.T.",924222,Bandung
7/12/2024,TRX061516,Aisyah Handayani,514612,Semarang
4/21/2023,TRX061517,Guest,355546,Bandung
9/23/2024,TRX061518,Guest,744120,Surabaya
7/8/2024,TRX061519,Cut Kiandra Farida,856786,Yogyakarta
5/25/2024,TRX061520,Guest,648070,Semarang
12/19/2024,TRX061521,Guest,923940,Bandung
1/9/2024,TRX061522,Guest,826277,Surabaya
8/1/2024,TRX061523,Guest,548468,Jakarta
8/2/2024,TRX061524,Mariadi Kuswandari,1115428,Jakarta
4/18/2024,TRX061525,Guest,259596,Surabaya
8/22/2023,TRX061526,Ika Haryanti,46372,Jakarta
5/22/2023,TRX061527,Guest,754911,Bandung
12/11/2024,TRX061528,Dt. Kawaya Nuraini,1553820,Yogyakarta
7/1/2023,TRX061529,Guest,99840,Surabaya
10/19/2024,TRX061530,Gabriella Yolanda,352968,Bandung
8/20/2024,TRX061531,Darman Maryati,93548,Yogyakarta
5/17/2023,TRX061532,Guest,707825,Yogyakarta
5/7/2024,TRX061533,Guest,979658,Yogyakarta
6/21/2024,TRX061534,"Irfan Pratiwi, M.Farm",381102,Semarang
2/9/2023,TRX061535,Guest,633303,Yogyakarta
9/28/2024,TRX061536,Guest,74440,Bandung
8/27/2024,TRX061537,Guest,486897,Jakarta
5/27/2023,TRX061538,Guest,1093897,Semarang
6/18/2024,TRX061539,Guest,1019017,Semarang
8/29/2023,TRX061540,Guest,302976,Bandung
12/18/2024,TRX061541,R. Fathonah Wibowo,233807,Bandung
11/9/2024,TRX061542,Guest,796028,Yogyakarta
8/11/2024,TRX061543,Ir. Vero Wijaya,491218,Surabaya
7/6/2024,TRX061544,Guest,647136,Surabaya
2/10/2024,TRX061545,Jarwi Latupono,809884,Surabaya
8/4/2023,TRX061546,Guest,464471,Bandung
8/14/2024,TRX061547,Drs. Zulaikha Nasyiah,318986,Bandung
4/7/2023,TRX061548,Jefri Sirait,713697,Semarang
10/6/2024,TRX061549,Kamila Sihombing,670151,Bandung
2/9/2023,TRX061550,Estiono Pradipta,1037845,Bandung
3/5/2024,TRX061551,Agnes Budiman,1134669,Bandung
7/2/2023,TRX061552,Guest,1076877,Surabaya
2/1/2023,TRX061553,Hamima Iswahyudi,154059,Bandung
10/11/2023,TRX061554,Guest,444068,Surabaya
3/15/2024,TRX061555,Dr. Atma Safitri,915654,Bandung
4/16/2024,TRX061556,Yulia Zulkarnain,370101,Bandung
7/29/2024,TRX061557,Guest,707104,Jakarta
2/29/2024,TRX061558,"Gada Prasasta, S.Gz",584827,Jakarta
7/21/2023,TRX061559,Guest,929303,Yogyakarta
2/11/2023,TRX061560,Guest,1832411,Surabaya
8/16/2023,TRX061561,Guest,249377,Jakarta
7/9/2024,TRX061562,Samsul Lailasari,162308,Yogyakarta
3/7/2023,TRX061563,Guest,428539,Bandung
2/1/2024,TRX061564,Guest,223892,Yogyakarta
8/15/2024,TRX061565,Guest,393042,Bandung
3/11/2023,TRX061566,Karimah Laksita,14474,Semarang
8/8/2024,TRX061567,Salwa Widiastuti,895919,Semarang
9/21/2023,TRX061568,Guest,289867,Semarang
7/12/2024,TRX061569,Guest,736981,Surabaya
2/7/2024,TRX061570,Karman Hartati,425545,Surabaya
5/6/2024,TRX061571,Guest,1341369,Yogyakarta
2/10/2023,TRX061572,"Halim Oktaviani, S.I.Kom",644748,Surabaya
4/23/2024,TRX061573,Guest,1017337,Semarang
10/26/2024,TRX061574,Lembah Manullang,40802,Jakarta
1/24/2024,TRX061575,Luwes Prasasta,588158,Yogyakarta
12/16/2024,TRX061576,Guest,594480,Semarang
9/19/2024,TRX061577,Dewi Mustofa,604870,Semarang
7/4/2024,TRX061578,"Ina Astuti, M.Kom.",623532,Jakarta
2/21/2024,TRX061579,Guest,838886,Jakarta
9/20/2023,TRX061580,Danuja Riyanti,156764,Semarang
10/7/2023,TRX061581,Cemani Haryanti,537356,Surabaya
10/8/2023,TRX061582,Guest,383530,Jakarta
8/23/2024,TRX061583,Jelita Mardhiyah,993587,Bandung
3/7/2023,TRX061584,Guest,646340,Jakarta
5/3/2023,TRX061585,Guest,960232,Semarang
7/12/2024,TRX061586,Rina Saragih,440046,Bandung
12/26/2023,TRX061587,Capa Astuti,808667,Semarang
3/25/2023,TRX061588,"Vanya Kuswandari, S.Pt",718332,Semarang
2/13/2023,TRX061589,Guest,1173962,Semarang
4/19/2023,TRX061590,Guest,393630,Bandung
12/18/2023,TRX061591,Guest,964690,Bandung
9/27/2023,TRX061592,Guest,95757,Jakarta
11/15/2024,TRX061593,Violet Pradana,425104,Bandung
6/20/2023,TRX061594,Vivi Oktaviani,76913,Jakarta
3/26/2024,TRX061595,Hadi Prasasta,788449,Yogyakarta
6/29/2023,TRX061596,Cinta Manullang,212127,Surabaya
11/27/2023,TRX061597,Violet Gunawan,1343726,Semarang
12/9/2023,TRX061598,Kayla Lazuardi,549993,Yogyakarta
4/15/2024,TRX061599,Prima Yulianti,349622,Yogyakarta
8/23/2023,TRX061600,Guest,687926,Jakarta
1/16/2023,TRX061601,Guest,793493,Yogyakarta
4/15/2023,TRX061602,"Tgk. Cinthia Prakasa, S.I.Kom",1495817,Yogyakarta
5/31/2024,TRX061603,Tgk. Yono Uwais,67191,Surabaya
2/17/2023,TRX061604,"dr. Jarwa Mangunsong, S.Pd",144366,Surabaya
6/22/2024,TRX061605,Guest,711252,Yogyakarta
5/21/2024,TRX061606,Guest,923934,Yogyakarta
5/19/2023,TRX061607,Guest,166488,Surabaya
12/12/2023,TRX061608,Guest,968327,Yogyakarta
5/30/2024,TRX061609,"Drs. Malika Napitupulu, S.I.Kom",88250,Yogyakarta
11/5/2023,TRX061610,Guest,848614,Semarang
6/29/2023,TRX061611,"Elisa Budiyanto, M.Farm",11092,Bandung
8/18/2023,TRX061612,Teddy Gunawan,1126978,Semarang
1/17/2023,TRX061613,Guest,402722,Surabaya
5/15/2023,TRX061614,Guest,854383,Semarang
6/15/2023,TRX061615,H. Mahfud Gunarto,1827811,Jakarta
10/18/2024,TRX061616,Guest,361510,Yogyakarta
5/1/2024,TRX061617,"Paulin Hastuti, M.TI.",93548,Surabaya
7/4/2023,TRX061618,"Dr. Hasna Hutasoit, S.Pd",63863,Semarang
5/11/2024,TRX061619,"Drs. Jefri Sitorus, S.Sos",68859,Jakarta
12/8/2024,TRX061620,Guest,896321,Surabaya
1/17/2024,TRX061621,Guest,381936,Yogyakarta
6/12/2023,TRX061622,"H. Harsana Wijayanti, S.Gz",1299462,Yogyakarta
4/28/2023,TRX061623,Guest,139056,Bandung
12/4/2024,TRX061624,Prabu Januar,513498,Surabaya
12/19/2023,TRX061625,Guest,1156961,Jakarta
6/22/2023,TRX061626,Balidin Waskita,1273519,Semarang
5/13/2024,TRX061627,Tgk. Enteng Rahayu,876552,Yogyakarta
11/13/2024,TRX061628,Guest,1266947,Semarang
5/31/2023,TRX061629,Natalia Suartini,1337028,Semarang
9/5/2023,TRX061630,Guest,897330,Jakarta
3/12/2023,TRX061631,Guest,1007629,Surabaya
5/4/2023,TRX061632,"Cinta Sirait, M.TI.",387848,Semarang
12/18/2024,TRX061633,Eman Kusumo,162082,Jakarta
9/30/2023,TRX061634,dr. Vero Thamrin,745543,Semarang
8/15/2023,TRX061635,Guest,340116,Jakarta
10/22/2023,TRX061636,Kairav Gunawan,525073,Bandung
3/11/2023,TRX061637,"R.A. Febi Tampubolon, S.Ked",106596,Jakarta
1/31/2024,TRX061638,Nardi Sitorus,486855,Bandung
1/28/2024,TRX061639,Guest,834146,Bandung
8/28/2023,TRX061640,Guest,1088360,Semarang
7/9/2024,TRX061641,Guest,641133,Surabaya
6/12/2023,TRX061642,Dt. Timbul Saputra,636216,Yogyakarta
3/3/2024,TRX061643,Febi Maheswara,951994,Bandung
4/18/2024,TRX061644,Guest,535896,Bandung
3/25/2024,TRX061645,Guest,1363716,Semarang
1/10/2024,TRX061646,Zizi Rahimah,1465630,Jakarta
8/19/2024,TRX061647,Guest,500133,Bandung
3/25/2024,TRX061648,Guest,1465736,Yogyakarta
5/16/2023,TRX061649,Drs. Aswani Sihombing,399990,Semarang
4/21/2024,TRX061650,Guest,695787,Surabaya
3/27/2024,TRX061651,Mahfud Hutasoit,683541,Bandung
4/22/2024,TRX061652,Juli Wasita,558453,Surabaya
4/23/2023,TRX061653,"Drs. Gandi Mulyani, S.Gz",805034,Yogyakarta
10/31/2024,TRX061654,Suci Adriansyah,223937,Yogyakarta
8/8/2024,TRX061655,Guest,764339,Semarang
6/5/2024,TRX061656,Guest,1217844,Bandung
12/18/2024,TRX061657,Guest,701739,Surabaya
10/9/2023,TRX061658,Victoria Januar,1121349,Semarang
2/22/2024,TRX061659,"R.A. Umi Manullang, S.I.Kom",223265,Jakarta
1/28/2023,TRX061660,Guest,92422,Yogyakarta
12/27/2023,TRX061661,Guest,475460,Semarang
7/13/2023,TRX061662,Guest,853806,Semarang
12/20/2024,TRX061663,Teddy Mayasari,763524,Surabaya
11/5/2023,TRX061664,Guest,19660,Surabaya
2/8/2024,TRX061665,Guest,1024275,Semarang
12/6/2023,TRX061666,Guest,292392,Jakarta
10/15/2024,TRX061667,Gamanto Hassanah,1389833,Bandung
3/26/2024,TRX061668,Guest,317057,Bandung
10/21/2023,TRX061669,drg. Ade Salahudin,341427,Yogyakarta
3/4/2023,TRX061670,"Endah Handayani, M.M.",140384,Yogyakarta
9/20/2024,TRX061671,Guest,294737,Yogyakarta
1/26/2024,TRX061672,Ir. Dadap Samosir,509948,Yogyakarta
7/5/2024,TRX061673,Guest,338042,Yogyakarta
8/26/2023,TRX061674,Lalita Santoso,169387,Jakarta
9/23/2023,TRX061675,Ifa Rajata,737135,Jakarta
12/8/2024,TRX061676,Guest,588431,Semarang
10/24/2024,TRX061677,Guest,365964,Bandung
6/30/2024,TRX061678,Guest,1080704,Jakarta
3/23/2024,TRX061679,Ellis Oktaviani,687189,Yogyakarta
10/2/2024,TRX061680,Cut Novi Laksita,622539,Jakarta
9/1/2024,TRX061681,Guest,1617356,Surabaya
5/31/2024,TRX061682,Guest,859747,Jakarta
5/16/2024,TRX061683,Dartono Wibisono,501567,Jakarta
4/7/2023,TRX061684,Guest,181055,Jakarta
3/13/2024,TRX061685,Guest,42226,Jakarta
12/12/2024,TRX061686,"R.M. Pranawa Widodo, S.IP",850011,Semarang
10/25/2023,TRX061687,"Heryanto Zulaika, S.I.Kom",459858,Semarang
2/15/2024,TRX061688,Guest,347176,Semarang
6/12/2023,TRX061689,Guest,283685,Semarang
9/20/2024,TRX061690,Guest,1051263,Jakarta
5/9/2023,TRX061691,Guest,111200,Bandung
8/1/2024,TRX061692,Guest,340882,Jakarta
4/6/2023,TRX061693,Guest,638357,Yogyakarta
5/24/2024,TRX061694,"drg. Caket Januar, S.E.I",351270,Bandung
5/6/2024,TRX061695,"Nasrullah Putra, S.T.",546972,Bandung
7/17/2023,TRX061696,"Luwar Riyanti, S.E.",1598997,Semarang
2/3/2024,TRX061697,Guest,1175552,Yogyakarta
1/20/2023,TRX061698,Banara Hidayat,970469,Yogyakarta
11/30/2023,TRX061699,Karsa Laksmiwati,417036,Semarang
9/5/2023,TRX061700,"Rahmat Prasetyo, S.Gz",326902,Yogyakarta
9/3/2024,TRX061701,"Tari Prabowo, S.T.",23616,Bandung
1/3/2023,TRX061702,Guest,359871,Surabaya
7/10/2024,TRX061703,Tgk. Najam Hidayanto,66994,Bandung
3/7/2023,TRX061704,Guest,616042,Yogyakarta
3/29/2023,TRX061705,Tira Winarno,647073,Bandung
1/14/2023,TRX061706,Guest,565986,Yogyakarta
1/24/2023,TRX061707,Guest,1045176,Jakarta
2/2/2023,TRX061708,Guest,92715,Bandung
5/8/2024,TRX061709,Drs. Wulan Thamrin,596816,Yogyakarta
12/20/2024,TRX061710,Guest,437225,Yogyakarta
4/27/2024,TRX061711,Vera Halimah,396429,Semarang
7/7/2024,TRX061712,Guest,154524,Bandung
8/31/2023,TRX061713,Guest,187020,Surabaya
4/30/2023,TRX061714,T. Rama Rahimah,596864,Surabaya
6/14/2024,TRX061715,"R.M. Prasetyo Farida, S.H.",299166,Bandung
6/10/2023,TRX061716,Nasab Wacana,978955,Jakarta
2/23/2024,TRX061717,Wakiman Sihombing,354832,Jakarta
7/28/2023,TRX061718,Kardi Firmansyah,391807,Yogyakarta
5/3/2024,TRX061719,Drs. Karma Santoso,2108783,Jakarta
10/16/2024,TRX061720,"Cut Mala Nuraini, S.Psi",187580,Semarang
9/14/2023,TRX061721,Guest,1015051,Surabaya
3/14/2023,TRX061722,Asman Uwais,1163174,Bandung
8/23/2024,TRX061723,Guest,425644,Semarang
7/6/2024,TRX061724,Tgk. Cornelia Susanti,421744,Semarang
5/11/2024,TRX061725,Puji Anggriawan,401852,Surabaya
11/26/2024,TRX061726,Guest,245587,Yogyakarta
2/18/2023,TRX061727,Cici Gunarto,1041637,Jakarta
8/1/2023,TRX061728,"Cut Kezia Haryanto, M.Pd",1440784,Semarang
7/7/2023,TRX061729,"Dr. Nyana Pranowo, S.H.",1949039,Jakarta
7/10/2023,TRX061730,Puti Clara Setiawan,340128,Surabaya
11/22/2023,TRX061731,Guest,1477012,Yogyakarta
2/27/2023,TRX061732,"Cut Intan Wibisono, M.Pd",241969,Jakarta
6/11/2024,TRX061733,Taufik Budiyanto,656970,Jakarta
4/1/2023,TRX061734,Guest,995485,Jakarta
10/1/2024,TRX061735,"Drs. Mariadi Pangestu, M.Ak",1799759,Semarang
7/23/2023,TRX061736,Kezia Puspasari,85554,Jakarta
8/25/2023,TRX061737,Guest,634712,Jakarta
10/1/2024,TRX061738,Salwa Hakim,988762,Bandung
11/21/2024,TRX061739,Ismail Zulaika,877175,Semarang
6/3/2023,TRX061740,Guest,652515,Bandung
6/14/2023,TRX061741,Pangeran Tamba,380780,Surabaya
5/1/2024,TRX061742,Guest,170505,Bandung
9/22/2023,TRX061743,Ikhsan Lestari,656827,Surabaya
10/26/2024,TRX061744,Guest,587186,Semarang
10/26/2023,TRX061745,Guest,1050465,Semarang
1/14/2024,TRX061746,Guest,1168164,Surabaya
9/29/2023,TRX061747,Guest,684644,Semarang
11/6/2024,TRX061748,Vicky Aryani,468460,Jakarta
12/11/2024,TRX061749,R.M. Virman Ramadan,387579,Jakarta
12/25/2023,TRX061750,Guest,1135321,Jakarta
10/18/2023,TRX061751,Dodo Prasasta,11021,Jakarta
10/17/2023,TRX061752,Ajimin Santoso,299443,Surabaya
5/8/2024,TRX061753,Guest,1045966,Semarang
6/14/2023,TRX061754,Guest,26886,Jakarta
3/30/2024,TRX061755,Samiah Hariyah,732093,Surabaya
6/15/2024,TRX061756,Guest,718485,Semarang
5/21/2024,TRX061757,Cinta Kuswoyo,134023,Jakarta
12/27/2024,TRX061758,Gandewa Prasetyo,610290,Yogyakarta
9/6/2024,TRX061759,Guest,415889,Semarang
6/28/2023,TRX061760,dr. Oskar Sinaga,591471,Jakarta
10/25/2023,TRX061761,Unjani Winarsih,140619,Jakarta
10/17/2023,TRX061762,"Maria Novitasari, M.Pd",248379,Bandung
3/24/2024,TRX061763,Umaya Lestari,875075,Jakarta
11/24/2024,TRX061764,Guest,756311,Semarang
12/3/2024,TRX061765,Virman Irawan,778333,Surabaya
4/15/2024,TRX061766,Guest,171632,Surabaya
3/19/2023,TRX061767,Guest,546020,Bandung
4/11/2024,TRX061768,Guest,1468468,Semarang
11/16/2023,TRX061769,Guest,72713,Surabaya
1/25/2023,TRX061770,Guest,738991,Bandung
2/22/2024,TRX061771,"Ir. Umaya Usada, S.Sos",912995,Jakarta
2/6/2024,TRX061772,Tedi Situmorang,308530,Semarang
7/25/2024,TRX061773,Guest,401746,Yogyakarta
2/1/2024,TRX061774,Guest,154059,Semarang
4/5/2024,TRX061775,Guest,1026814,Bandung
8/5/2024,TRX061776,Guest,1099635,Jakarta
8/14/2024,TRX061777,Guest,439475,Semarang
9/25/2023,TRX061778,Saadat Nurdiyanti,141008,Yogyakarta
5/9/2023,TRX061779,Guest,1505259,Surabaya
1/6/2023,TRX061780,Diana Pudjiastuti,1008362,Semarang
11/28/2024,TRX061781,Guest,552183,Jakarta
1/20/2024,TRX061782,Guest,783181,Jakarta
5/4/2023,TRX061783,Guest,1256369,Jakarta
8/12/2023,TRX061784,Vanesa Widodo,130512,Yogyakarta
4/28/2024,TRX061785,Mustika Adriansyah,837521,Surabaya
3/15/2024,TRX061786,T. Raihan Lestari,337273,Surabaya
9/15/2024,TRX061787,Guest,1431374,Semarang
6/28/2024,TRX061788,"Drs. Yessi Gunarto, S.I.Kom",117434,Bandung
6/19/2023,TRX061789,Guest,1105688,Surabaya
7/15/2023,TRX061790,"drg. Harimurti Nurdiyanti, M.Kom.",37322,Bandung
4/8/2024,TRX061791,Guest,277442,Jakarta
1/20/2024,TRX061792,Ami Pradipta,120489,Yogyakarta
3/29/2023,TRX061793,Guest,634895,Yogyakarta
7/28/2024,TRX061794,"Kawaya Ardianto, M.M.",589547,Jakarta
5/15/2023,TRX061795,Eli Sihotang,565225,Bandung
11/21/2023,TRX061796,Dr. Icha Marbun,950519,Semarang
9/11/2024,TRX061797,Guest,1462953,Yogyakarta
7/29/2023,TRX061798,Sari Usamah,245221,Yogyakarta
1/31/2023,TRX061799,"Karen Rahimah, S.I.Kom",253491,Surabaya
7/11/2024,TRX061800,Guest,684081,Semarang
5/19/2024,TRX061801,Guest,193542,Semarang
6/14/2024,TRX061802,Guest,397767,Yogyakarta
5/20/2024,TRX061803,Guest,1434419,Semarang
7/31/2024,TRX061804,Guest,882318,Jakarta
1/30/2023,TRX061805,"R. Marsito Kuswoyo, S.Psi",655559,Yogyakarta
9/6/2024,TRX061806,Guest,237880,Jakarta
3/13/2023,TRX061807,Anastasia Sirait,440296,Yogyakarta
7/1/2023,TRX061808,Hani Suwarno,676300,Surabaya
5/27/2024,TRX061809,"Salwa Mayasari, S.Gz",108186,Yogyakarta
3/20/2023,TRX061810,R. Eluh Wacana,513650,Jakarta
6/30/2023,TRX061811,Guest,509128,Jakarta
3/26/2023,TRX061812,Guest,373653,Surabaya
6/15/2023,TRX061813,Kariman Waskita,234117,Yogyakarta
2/20/2024,TRX061814,Mila Maulana,1610394,Jakarta
8/11/2023,TRX061815,Guest,1138285,Bandung
11/20/2023,TRX061816,Karimah Yolanda,461914,Semarang
7/22/2024,TRX061817,Guest,28584,Jakarta
4/25/2023,TRX061818,Guest,679422,Jakarta
1/10/2024,TRX061819,Guest,1086482,Surabaya
3/20/2024,TRX061820,"Ir. Cici Melani, M.Pd",939508,Jakarta
5/4/2024,TRX061821,Guest,671213,Yogyakarta
3/18/2023,TRX061822,Guest,732987,Surabaya
2/4/2023,TRX061823,Qori Gunawan,407514,Yogyakarta
6/27/2023,TRX061824,Umaya Prasasta,946487,Semarang
2/3/2024,TRX061825,Ir. Carub Saptono,233296,Yogyakarta
6/25/2023,TRX061826,Guest,250299,Surabaya
6/24/2023,TRX061827,Guest,398133,Surabaya
12/27/2024,TRX061828,"Dr. Slamet Nugroho, S.E.I",174668,Surabaya
11/29/2023,TRX061829,Guest,471108,Bandung
4/15/2023,TRX061830,Guest,646533,Jakarta
9/14/2024,TRX061831,Guest,486924,Surabaya
7/24/2023,TRX061832,Guest,137388,Bandung
7/16/2023,TRX061833,Guest,392956,Yogyakarta
11/21/2023,TRX061834,Guest,938031,Surabaya
3/5/2024,TRX061835,Tiara Widiastuti,863598,Semarang
5/14/2023,TRX061836,Guest,813363,Yogyakarta
6/3/2024,TRX061837,Kamaria Rajata,73514,Yogyakarta
10/23/2023,TRX061838,Umar Wijaya,1048938,Bandung
10/25/2023,TRX061839,Guest,605127,Semarang
8/24/2023,TRX061840,Guest,857786,Semarang
5/13/2024,TRX061841,"R. Eli Rahmawati, S.Gz",498243,Surabaya
11/19/2024,TRX061842,Guest,636125,Bandung
7/7/2023,TRX061843,Gamanto Sihombing,712675,Yogyakarta
7/8/2024,TRX061844,Umi Budiman,521181,Bandung
7/8/2023,TRX061845,Guest,842526,Jakarta
5/27/2024,TRX061846,Teddy Najmudin,329687,Bandung
9/18/2023,TRX061847,Guest,1270459,Semarang
1/29/2023,TRX061848,Guest,1151125,Yogyakarta
4/12/2023,TRX061849,Ir. Nardi Iswahyudi,197166,Bandung
6/21/2023,TRX061850,Guest,87524,Yogyakarta
12/30/2023,TRX061851,Usman Andriani,484716,Surabaya
12/14/2024,TRX061852,Guest,944743,Yogyakarta
5/16/2023,TRX061853,Guest,712793,Jakarta
3/1/2023,TRX061854,Warsita Tamba,226446,Surabaya
2/14/2023,TRX061855,Dt. Galiono Lazuardi,1030361,Surabaya
9/29/2023,TRX061856,Guest,642689,Bandung
9/9/2023,TRX061857,Kezia Narpati,518661,Jakarta
7/10/2023,TRX061858,Guest,374994,Bandung
2/17/2023,TRX061859,"T. Kawaya Aryani, S.Sos",165057,Yogyakarta
7/30/2024,TRX061860,Guest,459622,Bandung
3/13/2023,TRX061861,Guest,476798,Jakarta
7/7/2024,TRX061862,Guest,572302,Jakarta
6/10/2023,TRX061863,"Ir. Mala Waskita, S.E.",576045,Semarang
5/27/2024,TRX061864,Dt. Gamanto Prakasa,247881,Yogyakarta
10/27/2024,TRX061865,Guest,864402,Semarang
5/1/2023,TRX061866,Guest,922269,Semarang
6/7/2023,TRX061867,Guest,699772,Yogyakarta
10/26/2023,TRX061868,Gilang Purwanti,104979,Semarang
5/8/2024,TRX061869,Aslijan Purwanti,234774,Yogyakarta
9/24/2024,TRX061870,Cut Qori Hardiansyah,347295,Bandung
2/11/2024,TRX061871,Guest,533916,Jakarta
11/5/2024,TRX061872,Wirda Latupono,1573371,Semarang
3/4/2024,TRX061873,"Ir. Kezia Saefullah, M.Ak",868175,Semarang
3/17/2024,TRX061874,Guest,192124,Yogyakarta
11/7/2024,TRX061875,"Pia Kurniawan, S.Gz",579942,Yogyakarta
4/22/2024,TRX061876,"Rini Zulkarnain, S.Pt",26250,Yogyakarta
6/9/2024,TRX061877,Warsa Jailani,540091,Jakarta
7/31/2023,TRX061878,Kamila Suryono,1255870,Semarang
1/27/2023,TRX061879,Guest,547612,Yogyakarta
7/17/2023,TRX061880,Guest,816005,Surabaya
4/10/2023,TRX061881,Guest,556337,Jakarta
5/16/2024,TRX061882,Guest,971586,Surabaya
6/23/2023,TRX061883,Puti Mustofa,1419203,Surabaya
9/3/2024,TRX061884,Guest,638178,Yogyakarta
9/30/2023,TRX061885,"Jumari Hidayanto, M.M.",533305,Yogyakarta
2/21/2023,TRX061886,Guest,864156,Jakarta
